"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/1999 U6 (SOHO)",1.0000,0.005,144.17,2.23,81.51,,1999-10-18.2,,PAR,0,,5,T,,,,
"     C/1999 U7 (SOHO)",1.0000,0.005,145.54,3.57,84.10,,1999-10-27.4,,PAR,0,,9,T,,,,
"     C/1999 U8 (SOHO)",1.0000,0.005,143.96,5.31,83.10,,1999-10-29.6,,PAR,0,,5,T,,,,
"     C/1999 U9 (SOHO)",1.0000,0.005,142.86,4.02,82.09,,1999-10-30.6,,PAR,0,,7,T,,,,
"     C/1999 V2 (SOHO)",1.0000,0.005,144.56,6.55,85.09,,1999-11-08.5,,PAR,1,,24,T,,,,
"     C/1999 V3 (SOHO)",1.0000,0.006,146.24,357.22,78.36,,1999-11-15.1,,PAR,0,,7,T,,,,
"     C/1999 V4 (SOHO)",1.0000,0.005,142.57,10.38,89.69,,1999-11-15.9,,PAR,0,,5,T,,,,
"     C/1999 V5 (SOHO)",1.0000,0.005,141.25,358.13,73.77,,1999-11-14.6,,PAR,0,,6,T,,,,
"     C/1999 W1 (SOHO)",1.0000,0.009,136.57,9.34,87.47,,1999-11-23.6,,PAR,0,,5,T,,,,
"     C/1999 W2 (SOHO)",1.0000,0.005,141.45,13.36,89.65,,1999-11-26.8,,PAR,0,,5,T,,,,
"     C/1999 X2 (SOHO)",1.0000,0.006,148.35,346.83,69.11,,1999-12-04.2,,PAR,0,,5,T,,,,
"     C/1999 Y1 (LINEAR)",1.0009,3.091,134.80,188.88,184.26,,2001-03-24.0,,HYP,1283,,833,,,,,
"     C/1999 Y2 (SOHO)",1.0000,0.048,111.42,235.50,342.21,,1999-12-28.7,,PAR,0,,23,T,,,,
"     C/1999 Y3 (SOHO)",1.0000,0.006,144.43,6.49,85.05,,1999-12-21.8,,PAR,0,,14,T,,,,
"     C/2000 A1 (Montani)",1.0040,9.743,24.54,111.84,14.27,,2000-07-13.2,,HYP,806,,132,,,,,
"     C/2000 A2 (SOHO)",1.0000,0.006,145.65,2.55,80.15,,2000-01-15.2,,PAR,0,,13,T,,,,
"     C/2000 B1 (SOHO)",1.0000,0.005,144.52,7.65,86.21,,2000-01-25.8,,PAR,1,,64,T,,,,
"     C/2000 B5 (SOHO)",1.0000,0.005,144.21,2.86,82.17,,2000-01-18.8,,PAR,1,,29,T,,,,
"     C/2000 B6 (SOHO)",1.0000,0.005,140.89,359.24,84.28,,2000-01-30.2,,PAR,0,,21,T,,,,
"     C/2000 B7 (SOHO)",1.0000,0.005,144.63,0.45,79.36,,2000-02-01.4,,PAR,1,,14,T,,,,
"     C/2000 B8 (SOHO)",1.0000,0.034,70.75,75.09,54.63,,2000-01-16.8,,PAR,0,,12,T,,,,
"     C/2000 C2 (SOHO)",1.0000,0.037,71.35,73.71,55.44,,2000-02-03.8,,PAR,0,,10,T,,,,
"     C/2000 C3 (SOHO)",1.0000,0.049,24.97,81.85,23.47,,2000-02-04.5,,PAR,1,,35,T,,,,
"     C/2000 C4 (SOHO)",1.0000,0.049,24.97,81.95,23.05,,2000-02-05.1,,PAR,0,,54,T,,,,
"     C/2000 C5 (SOHO)",1.0000,0.036,72.22,65.16,54.73,,2000-02-07.8,,PAR,0,,7,T,,,,
"     C/2000 C6 (SOHO)",1.0000,0.006,144.78,4.47,82.41,,2000-02-10.7,,PAR,1,,46,T,,,,
"     C/2000 C7 (SOHO)",1.0000,0.048,24.89,81.06,22.34,,2000-02-04.4,,PAR,0,,7,T,,,,
"     C/2000 D1 (SOHO)",1.0000,0.005,144.56,0.93,78.43,,2000-03-01.0,,PAR,1,,47,T,,,,
"     C/2000 D3 (SOHO)",1.0000,0.007,139.71,339.90,68.93,,2000-02-26.6,,PAR,0,,12,T,,,,
"     C/2000 E1 (SOHO)",1.0000,0.005,144.33,9.73,89.13,,2000-03-05.5,,PAR,1,,40,T,,,,
"     C/2000 F1 (SOHO)",1.0000,0.006,144.40,7.52,88.92,,2000-04-01.5,,PAR,1,,14,T,,,,
"     C/2000 F2 (SOHO)",1.0000,0.005,139.59,337.53,70.65,,2000-03-19.7,,PAR,0,,5,T,,,,
"     C/2000 F3 (SOHO)",1.0000,0.005,135.93,323.69,58.02,,2000-03-28.9,,PAR,0,,5,T,,,,
"     C/2000 G3 (SOHO)",1.0000,0.007,133.75,327.21,53.65,,2000-04-11.0,,PAR,0,,16,T,,,,
"     C/2000 H1 (LINEAR)",1.0021,3.638,118.24,356.44,78.87,,2000-01-29.2,,HYP,364,,112,,,,,
"     C/2000 H2 (SOHO)",1.0000,0.005,144.17,2.94,82.11,,2000-04-30.1,,PAR,2,,59,T,,,,
"     C/2000 H3 (SOHO)",1.0000,0.005,144.57,6.32,86.03,,2000-04-17.6,,PAR,0,,8,T,,,,
"     C/2000 H4 (SOHO)",1.0000,0.005,144.92,8.34,87.45,,2000-04-30.9,,PAR,0,,10,T,,,,
"     C/2000 H5 (SOHO)",1.0000,0.005,144.80,9.18,88.09,,2000-04-30.9,,PAR,0,,8,T,,,,
"     C/2000 H6 (SOHO)",1.0000,0.006,145.18,337.89,67.69,,2000-04-26.4,,PAR,0,,8,T,,,,
"     C/2000 H7 (SOHO)",1.0000,0.008,144.20,8.17,85.98,,2000-04-29.1,,PAR,0,,14,T,,,,
"     C/2000 J2 (SOHO)",1.0000,0.034,146.61,32.19,272.21,,2000-05-08.0,,PAR,0,,13,T,,,,
"     C/2000 J3 (SOHO)",1.0000,0.006,142.96,10.01,85.51,,2000-05-10.4,,PAR,1,,24,T,,,,
"     C/2000 J4 (SOHO)",1.0000,0.006,142.56,8.91,84.92,,2000-05-15.5,,PAR,1,,19,T,,,,
"     C/2000 J5 (SOHO)",1.0000,0.008,138.42,341.35,64.05,,2000-05-12.1,,PAR,0,,6,T,,,,
"     C/2000 J6 (SOHO)",1.0000,0.006,142.38,10.21,84.61,,2000-05-11.8,,PAR,0,,7,T,,,,
"     C/2000 J7 (SOHO)",1.0000,0.005,143.48,4.59,81.95,,2000-05-04.7,,PAR,0,,10,T,,,,
"     C/2000 J8 (SOHO)",1.0000,0.037,72.50,73.65,56.91,,2000-05-06.4,,PAR,0,,14,T,,,,
"     C/2000 K1 (LINEAR)",1.0023,6.276,116.79,260.20,15.79,,1999-12-14.5,,HYP,820,,304,,,,,
"     C/2000 K3 (SOHO)",1.0000,0.005,145.47,353.01,74.99,,2000-05-20.3,,PAR,1,,11,T,,,,
"     C/2000 K4 (SOHO)",1.0000,0.005,145.78,2.79,81.93,,2000-05-23.0,,PAR,0,,16,T,,,,
"     C/2000 K5 (SOHO)",1.0000,0.005,144.24,2.78,81.87,,2000-05-26.4,,PAR,1,,12,T,,,,
"     C/2000 K6 (SOHO)",1.0000,0.005,143.17,6.27,84.45,,2000-05-27.5,,PAR,0,,8,T,,,,
"     C/2000 K7 (SOHO)",1.0000,0.006,143.07,9.68,85.53,,2000-05-19.6,,PAR,0,,9,T,,,,
"     C/2000 K8 (SOHO)",1.0000,0.005,144.98,358.92,76.89,,2000-05-30.2,,PAR,0,,5,T,,,,
"     C/2000 L1 (SOHO)",1.0000,0.005,144.03,12.66,89.94,,2000-06-03.9,,PAR,0,,17,T,,,,
"     C/2000 L2 (SOHO)",1.0000,0.006,143.42,4.67,83.74,,2000-06-10.3,,PAR,1,,14,T,,,,
"     C/2000 L3 (SOHO)",1.0000,0.005,145.41,340.31,61.59,,2000-06-10.5,,PAR,0,,9,T,,,,
"     C/2000 L4 (SOHO)",1.0000,0.006,142.19,4.89,84.38,,2000-06-15.0,,PAR,0,,13,T,,,,
"     C/2000 L5 (SOHO)",1.0000,0.007,143.99,9.05,87.54,,2000-06-16.0,,PAR,0,,19,T,,,,
"     C/2000 L6 (SOHO)",1.0000,0.007,141.06,309.34,31.92,,2000-06-11.6,,PAR,0,,7,T,,,,
"     C/2000 M1 (SOHO)",1.0000,0.005,144.96,5.22,83.93,,2000-06-18.2,,PAR,1,,38,T,,,,
"     C/2000 M2 (SOHO)",1.0000,0.005,144.01,12.65,90.04,,2000-06-18.6,,PAR,0,,23,T,,,,
"     C/2000 M3 (SOHO)",1.0000,0.005,145.25,347.41,67.80,,2000-06-19.7,,PAR,0,,13,T,,,,
"     C/2000 M4 (SOHO)",1.0000,0.005,145.77,343.32,63.33,,2000-06-22.5,,PAR,0,,15,T,,,,
"     C/2000 M5 (SOHO)",1.0000,0.007,146.53,354.90,73.57,,2000-06-24.5,,PAR,0,,6,T,,,,
"     C/2000 M6 (SOHO)",1.0000,0.005,145.19,2.90,81.87,,2000-06-25.9,,PAR,0,,14,T,,,,
"     C/2000 M7 (SOHO)",1.0000,0.005,144.40,1.59,80.82,,2000-06-27.4,,PAR,1,,40,T,,,,
"     C/2000 M8 (SOHO)",1.0000,0.005,142.18,15.71,93.94,,2000-06-28.3,,PAR,1,,21,T,,,,
"     C/2000 M9 (SOHO)",1.0000,0.005,144.53,7.63,86.17,,2000-07-01.9,,PAR,1,,35,T,,,,
"     C/2000 N1 (SOHO)",1.0000,0.005,144.08,1.88,81.21,,2000-07-03.2,,PAR,2,,55,T,,,,
"     C/2000 N2 (SOHO)",1.0000,0.007,143.83,12.38,91.63,,2000-07-08.8,,PAR,0,,10,T,,,,
"     C/2000 N3 (SOHO)",1.0000,0.005,145.48,7.75,86.95,,2000-07-05.0,,PAR,0,,5,T,,,,
"     C/2000 N4 (SOHO)",1.0000,0.035,74.50,73.89,59.61,,2000-07-04.8,,PAR,0,,7,T,,,,
"     C/2000 O1 (Koehn)",1.0000,5.922,148.10,88.88,55.16,,2000-01-27.7,,HYP,987,,64,,,,,
"     C/2000 OF8 (Spacewatch)",1.0018,2.173,152.43,117.09,256.08,,2001-08-04.8,,HYP,373,,72,,,,,
"     C/2000 P1 (SOHO)",1.0000,0.005,143.41,7.24,86.44,,2000-08-07.2,,PAR,0,,13,T,,,,
"     C/2000 P2 (SOHO)",1.0000,0.005,143.55,4.16,84.73,,2000-08-15.4,,PAR,1,,18,T,,,,
"     C/2000 Q1 (SOHO)",1.0000,0.057,87.14,256.11,83.66,,2000-08-29.4,,PAR,1,,55,T,,,,
"     C/2000 S5",1.0000,0.602,53.82,341.63,291.48,,2000-10-26.6,,PAR,46,,11,T,,,,
"     C/2000 S6 (SOHO)",1.0000,0.005,144.59,2.93,81.81,,2000-09-29.1,,PAR,0,,13,T,,,,
"     C/2000 SV74 (LINEAR)",1.0049,3.542,75.24,24.19,76.24,,2002-04-30.5,,HYP,1359,,2039,,,,,
"     C/2000 T1 (SOHO)",1.0000,0.005,144.09,2.25,81.23,,2000-10-11.4,,PAR,2,,58,T,,,,
"     C/2000 T3 (SOHO)",1.0000,0.005,145.22,4.77,88.67,,2000-10-11.6,,PAR,0,,7,T,,,,
"     C/2000 T4 (SOHO)",1.0000,0.005,144.67,7.49,87.12,,2000-10-12.5,,PAR,0,,21,T,,,,
"     C/2000 T5 (SOHO)",1.0000,0.006,146.54,355.75,70.98,,2000-10-07.3,,PAR,0,,5,T,,,,
"     C/2000 T6 (SOHO)",1.0000,0.005,141.30,317.90,55.40,,2000-10-12.6,,PAR,0,,7,T,,,,
"     C/2000 U1 (SOHO)",1.0000,0.005,144.25,10.96,89.30,,2000-10-21.7,,PAR,0,,5,T,,,,
"     C/2000 U2 (SOHO)",1.0000,0.007,144.49,7.68,86.24,,2000-10-23.4,,PAR,1,,45,T,,,,
"     C/2000 U3 (SOHO)",1.0000,0.007,141.43,344.74,66.93,,2000-10-24.8,,PAR,0,,27,T,,,,
"     C/2000 U4 (SOHO)",1.0000,0.005,146.50,359.74,85.11,,2000-10-25.4,,PAR,0,,12,T,,,,
"     C/2000 U5 (LINEAR)",1.0054,3.486,93.65,65.29,299.02,,2000-03-13.5,,HYP,362,,288,,,,,
"     C/2000 V1 (SOHO)",1.0000,0.006,144.08,2.59,81.71,,2000-11-05.1,,PAR,0,,20,T,,,,
"     C/2000 V2 (SOHO)",1.0000,0.007,140.24,347.37,69.95,,2000-11-05.9,,PAR,0,,4,T,,,,
"     C/2000 V3 (SOHO)",1.0000,0.005,144.00,3.77,82.91,,2000-11-11.6,,PAR,1,,19,T,,,,
"     C/2000 V4 (SOHO)",1.0000,0.050,54.97,324.91,180.01,,2000-11-11.4,,PAR,1,,15,T,,,,
"     C/2000 W1 (Utsunomiya-Jones)",1.0000,0.321,160.17,10.77,51.51,,2000-12-26.5,,HYP,58,,440,,,,,
"     C/2000 WM1 (LINEAR)",1.0002,0.555,72.55,237.90,276.77,,2002-01-22.6,,HYP,981,,2130,,5.8e-09,-8.0e-11,,
"     C/2000 W2 (SOHO)",1.0000,0.005,146.40,353.04,75.32,,2000-11-16.6,,PAR,0,,6,T,,,,
"     C/2000 W3 (SOHO)",1.0000,0.008,144.38,8.23,86.48,,2000-11-18.6,,PAR,0,,9,T,,,,
"     C/2000 W4 (SOHO)",1.0000,0.005,144.52,359.32,79.61,,2000-11-20.3,,PAR,1,,29,T,,,,
"     C/2000 W5 (SOHO)",1.0000,0.005,145.72,5.15,84.40,,2000-11-27.6,,PAR,0,,8,T,,,,
"     C/2000 X1 (SOHO)",1.0000,0.005,145.96,7.00,87.16,,2000-12-03.9,,PAR,0,,8,T,,,,
"     C/2000 X2 (SOHO)",1.0000,0.005,143.15,12.94,90.21,,2000-12-06.5,,PAR,1,,17,T,,,,
"     C/2000 X3 (SOHO)",1.0000,0.006,144.49,359.30,79.03,,2000-12-06.5,,PAR,1,,32,T,,,,
"     C/2000 X4 (SOHO)",1.0000,0.006,141.91,314.54,38.13,,2000-12-05.7,,PAR,0,,5,T,,,,
"     C/2000 X5 (SOHO)",1.0000,0.005,143.18,3.76,80.32,,2000-12-07.4,,PAR,0,,6,T,,,,
"     C/2000 X6 (SOHO)",1.0000,0.008,138.16,346.04,68.37,,2000-12-07.8,,PAR,0,,7,T,,,,
"     C/2000 X7 (SOHO)",1.0000,0.006,147.79,340.27,61.09,,2000-12-11.0,,PAR,0,,9,T,,,,
"     C/2000 X8 (SOHO)",1.0000,0.005,140.57,23.50,98.14,,2000-12-13.2,,PAR,0,,10,T,,,,
"     C/2000 X9 (SOHO)",1.0000,0.039,72.66,73.96,60.08,,2000-12-03.7,,PAR,0,,9,T,,,,
"     C/2000 Y1 (Tubbiolo)",1.0023,7.975,137.97,239.39,181.73,,2001-02-02.1,,HYP,742,,94,,,,,
"     C/2000 Y4 (SOHO)",1.0000,0.005,132.68,324.92,52.89,,2000-12-18.0,,PAR,0,,23,T,,,,
"     C/2000 Y5 (SOHO)",1.0000,0.007,142.93,315.39,38.85,,2000-12-20.0,,PAR,0,,5,T,,,,
"     C/2000 Y6 (SOHO)",1.0000,0.025,87.30,229.47,88.03,,2000-12-20.8,,PAR,0,,13,T,,,,
"     C/2000 Y7 (SOHO)",1.0000,0.025,89.02,228.93,89.13,,2000-12-20.8,,PAR,0,,12,T,,,,
"     C/2000 Y8 (SOHO)",1.0000,0.006,145.95,3.25,79.51,,2000-12-24.1,,PAR,0,,6,T,,,,
"     C/2000 Y9 (SOHO)",1.0000,0.005,147.66,343.96,66.36,,2000-12-25.4,,PAR,0,,5,T,,,,
"     C/2001 A3 (SOHO)",1.0000,0.007,143.63,12.05,90.69,,2001-01-08.6,,PAR,1,,14,T,,,,
"     C/2001 A4 (SOHO)",1.0000,0.005,144.69,356.82,76.03,,2001-01-14.8,,PAR,0,,19,T,,,,
"     C/2001 B1 (LINEAR)",1.0012,2.928,104.11,49.84,284.85,,2000-09-19.4,,HYP,351,,167,,,,,
"     C/2001 B2 (NEAT)",1.0017,5.307,150.60,145.09,304.76,,2000-09-01.7,,HYP,1123,,553,,,,,
"     C/2001 B3 (SOHO)",1.0000,0.008,144.54,7.10,85.46,,2001-01-25.3,,PAR,1,,28,T,,,,
"     C/2001 C2 (SOHO)",1.0000,0.005,144.61,8.15,86.45,,2001-02-07.9,,PAR,1,,65,T,,,,
"     C/2001 C3 (SOHO)",1.0000,0.005,144.59,1.02,79.54,,2001-02-04.9,,PAR,1,,53,T,,,,
"     C/2001 C4 (SOHO)",1.0000,0.005,134.29,328.00,57.39,,2001-02-08.4,,PAR,1,,12,T,,,,
"     C/2001 C5 (SOHO)",1.0000,0.026,166.26,322.52,51.27,,2001-02-13.2,,PAR,1,,32,T,,,,
"     C/2001 C6 (SOHO)",1.0000,0.006,139.77,340.03,65.31,,2001-02-15.0,,PAR,1,,43,T,,,,
"     C/2001 C7 (SOHO)",1.0000,0.035,73.68,54.75,54.23,,2001-02-11.6,,PAR,0,,8,T,,,,
"     C/2001 E1 (SOHO)",1.0000,0.036,73.37,72.24,58.28,,2001-03-15.6,,PAR,0,,7,T,,,,
"     C/2001 F2 (SOHO)",1.0000,0.005,144.58,8.16,87.46,,2001-03-27.2,,PAR,2,,45,T,,,,
"     C/2001 G1 (LONEOS)",1.0028,8.236,45.36,203.89,343.28,,2001-10-09.2,,HYP,885,,134,,,,,
"     C/2001 G2 (SOHO)",1.0000,0.006,144.59,8.27,85.97,,2001-04-09.0,,PAR,1,,55,T,,,,
"     C/2001 G3 (SOHO)",1.0000,0.008,144.23,3.55,77.17,,2001-04-11.1,,PAR,0,,4,T,,,,
"     C/2001 H1 (SOHO)",1.0000,0.008,139.17,341.72,63.84,,2001-04-20.7,,PAR,0,,16,T,,,,
"     C/2001 H2 (SOHO)",1.0000,0.007,146.28,332.13,41.08,,2001-04-20.8,,PAR,0,,3,T,,,,
"     C/2001 H3 (SOHO)",1.0000,0.007,143.53,11.76,84.37,,2001-04-20.9,,PAR,0,,13,T,,,,
"     C/2001 H4 (SOHO)",1.0000,0.007,143.28,6.90,80.65,,2001-04-20.9,,PAR,0,,7,T,,,,
"     C/2001 H6 (SOHO)",1.0000,0.006,143.93,10.47,87.40,,2001-04-27.4,,PAR,1,,34,T,,,,
"     C/2001 H7 (SOHO)",1.0000,0.005,143.43,5.98,83.87,,2001-04-30.5,,PAR,0,,8,T,,,,
"     C/2001 H8 (SOHO)",1.0000,0.006,145.73,345.62,72.54,,2001-04-18.1,,PAR,0,,6,T,,,,
"     C/2001 J2 (SOHO)",1.0000,0.007,142.82,14.97,87.54,,2001-05-05.8,,PAR,0,,5,T,,,,
"     C/2001 J3 (SOHO)",1.0000,0.008,138.41,332.57,58.26,,2001-05-07.0,,PAR,0,,5,T,,,,
"     C/2001 J4 (SOHO)",1.0000,0.005,143.05,7.06,84.73,,2001-05-10.5,,PAR,0,,11,T,,,,
"     C/2001 J5 (SOHO)",1.0000,0.005,141.93,13.43,91.41,,2001-05-13.5,,PAR,0,,13,T,,,,
"     C/2001 K2 (SOHO)",1.0000,0.005,143.11,10.77,87.21,,2001-05-20.2,,PAR,0,,24,T,,,,
"     C/2001 K4 (SOHO)",1.0000,0.007,145.97,3.06,82.86,,2001-05-22.9,,PAR,0,,17,T,,,,
"     C/2001 K6 (SOHO)",1.0000,0.006,148.11,324.74,50.79,,2001-05-23.8,,PAR,0,,9,T,,,,
"     C/2001 K7 (SOHO)",1.0000,0.007,143.43,8.10,86.69,,2001-05-24.0,,PAR,0,,8,T,,,,
"     C/2001 K8 (SOHO)",1.0000,0.008,143.33,11.75,89.04,,2001-05-30.0,,PAR,0,,14,T,,,,
"     C/2001 K9 (SOHO)",1.0000,0.005,141.54,12.89,88.97,,2001-05-25.4,,PAR,1,,7,T,,,,
"     C/2001 K10 (SOHO)",1.0000,0.005,147.11,15.02,97.97,,2001-05-19.4,,PAR,1,,4,T,,,,
"     C/2001 K11 (SOHO)",1.0000,0.034,72.36,73.28,57.26,,2001-05-16.8,,PAR,0,,17,T,,,,
"     C/2001 L1 (SOHO)",1.0000,0.006,141.65,18.23,93.91,,2001-06-03.3,,PAR,1,,12,T,,,,
"     C/2001 L2 (SOHO)",1.0000,0.005,145.13,323.04,48.85,,2001-06-04.6,,PAR,0,,8,T,,,,
"     C/2001 L3 (SOHO)",1.0000,0.005,142.67,10.15,87.82,,2001-06-05.1,,PAR,0,,18,T,,,,
"     C/2001 L4 (SOHO)",1.0000,0.005,146.12,347.67,69.35,,2001-06-06.0,,PAR,0,,14,T,,,,
"     C/2001 L5 (SOHO)",1.0000,0.005,141.06,14.76,91.02,,2001-06-06.2,,PAR,0,,7,T,,,,
"     C/2001 L6 (SOHO)",1.0000,0.005,145.25,330.92,54.04,,2001-06-09.2,,PAR,1,,11,T,,,,
"     C/2001 L7 (SOHO)",1.0000,0.005,141.86,17.76,93.81,,2001-06-09.5,,PAR,0,,9,T,,,,
"     C/2001 L8 (SOHO)",1.0000,0.006,137.37,24.73,98.72,,2001-06-10.5,,PAR,0,,11,T,,,,
"     C/2001 L9 (SOHO)",1.0000,0.008,134.64,29.69,103.33,,2001-06-14.1,,PAR,0,,11,T,,,,
"     C/2001 L10 (SOHO)",1.0000,0.035,71.70,72.40,57.72,,2001-06-01.4,,PAR,0,,11,T,,,,
"     C/2001 L11 (SOHO)",1.0000,0.005,144.49,1.06,80.75,,2001-06-08.5,,PAR,0,,10,T,,,,
"     C/2001 M2 (SOHO)",1.0000,0.006,144.85,4.76,83.63,,2001-06-17.0,,PAR,0,,38,T,,,,
"     C/2001 M3 (SOHO)",1.0000,0.005,143.08,8.66,87.22,,2001-06-17.2,,PAR,1,,57,T,,,,
"     C/2001 M4 (SOHO)",1.0000,0.005,144.88,359.53,79.29,,2001-06-19.4,,PAR,0,,13,T,,,,
"     C/2001 M5 (SOHO)",1.0000,0.005,143.84,5.25,84.16,,2001-06-20.7,,PAR,0,,10,T,,,,
"     C/2001 M6 (SOHO)",1.0000,0.006,145.43,352.78,72.35,,2001-06-22.4,,PAR,1,,12,T,,,,
"     C/2001 M7 (SOHO)",1.0000,0.007,143.14,12.44,90.57,,2001-06-26.3,,PAR,1,,19,T,,,,
"     C/2001 M8 (SOHO)",1.0000,0.005,144.66,1.92,80.95,,2001-06-27.5,,PAR,1,,44,T,,,,
"     C/2001 M9 (SOHO)",1.0000,0.005,145.62,353.22,72.49,,2001-06-27.0,,PAR,0,,13,T,,,,
"     C/2001 M11 (SOHO)",1.0000,0.006,145.09,4.48,82.95,,2001-06-27.6,,PAR,0,,6,T,,,,
"     C/2001 N1 (SOHO)",1.0000,0.005,95.09,302.92,114.59,,2001-07-06.3,,PAR,1,,12,T,,,,
"     C/2001 N2 (LINEAR)",1.0011,2.669,138.54,52.80,151.90,,2002-08-19.6,,HYP,697,,884,,,,,
"     C/2001 O1 (SOHO)",1.0000,0.005,144.49,0.10,79.04,,2001-07-16.9,,PAR,0,,21,T,,,,
"     C/2001 P1 (SOHO)",1.0000,0.011,29.90,140.14,72.08,,2001-08-05.5,,PAR,1,,16,T,,,,
"     C/2001 P2 (SOHO)",1.0000,0.005,144.76,1.34,79.84,,2001-08-15.8,,PAR,0,,12,T,,,,
"     C/2001 Q3 (SOHO)",1.0000,0.037,106.63,155.03,268.11,,2001-08-26.5,,PAR,1,,47,T,,,,
"     C/2001 Q4 (NEAT)",1.0007,0.962,99.64,210.28,1.20,,2004-05-15.9,,HYP,1811,,2617,,1.6e-08,4.8e-10,4.3e-10,
"     C/2001 Q7 (SOHO)",1.0000,0.044,13.28,43.95,54.77,,2001-08-21.8,,PAR,0,,12,T,,,,
"     C/2001 Q8 (SOHO)",1.0000,0.045,13.07,44.76,56.22,,2001-08-24.8,,PAR,1,,11,T,,,,
"     C/2001 Q9 (SOHO)",1.0000,0.007,144.77,355.98,71.96,,2001-08-16.9,,PAR,0,,13,T,,,,
"     C/2001 R2 (SOHO)",1.0000,0.005,144.42,9.73,88.32,,2001-09-04.8,,PAR,1,,129,T,,,,
"     C/2001 R3 (SOHO)",1.0000,0.006,144.19,12.11,91.07,,2001-09-05.7,,PAR,0,,13,T,,,,
"     C/2001 R4 (SOHO)",1.0000,0.007,138.72,337.75,56.31,,2001-09-08.8,,PAR,0,,14,T,,,,
"     C/2001 R5 (SOHO)",1.0000,0.007,144.67,8.92,87.24,,2001-09-11.3,,PAR,1,,16,T,,,,
"     C/2001 R7 (SOHO)",1.0000,0.037,73.77,85.28,57.36,,2001-09-12.8,,PAR,0,,7,T,,,,
"     C/2001 R8 (SOHO)",1.0000,0.044,13.58,42.19,59.63,,2001-09-06.6,,PAR,0,,11,T,,,,
"     C/2001 R9 (SOHO)",1.0000,0.047,12.47,48.90,53.31,,2001-09-07.3,,PAR,0,,5,T,,,,
"     C/2001 RX14 (LINEAR)",1.0016,2.058,30.57,14.17,121.49,,2003-01-18.7,,HYP,673,,3261,,,,,
"     C/2001 S2 (SOHO)",1.0000,0.005,144.40,2.68,81.06,,2001-09-28.9,,PAR,0,,25,T,,,,
"     C/2001 S3 (SOHO)",1.0000,0.005,144.46,9.39,89.55,,2001-09-29.4,,PAR,1,,12,T,,,,
"     C/2001 T1 (SOHO)",1.0000,0.036,72.87,72.56,57.41,,2001-10-09.1,,PAR,0,,8,T,,,,
"     C/2001 T2 (SOHO)",1.0000,0.007,143.82,5.30,80.74,,2001-10-13.0,,PAR,0,,23,T,,,,
"     C/2001 T5 (SOHO)",1.0000,0.048,55.26,327.74,179.51,,2001-10-15.7,,PAR,1,,23,T,,,,
"     C/2001 T6 (SOHO)",1.0000,0.006,146.71,358.68,80.61,,2001-10-15.9,,PAR,0,,5,T,,,,
"     C/2001 T7 (SOHO)",1.0000,0.005,144.85,7.44,91.47,,2001-10-07.1,,PAR,0,,18,T,,,,
"     C/2001 U1 (SOHO)",1.0000,0.005,144.36,7.79,88.10,,2001-10-16.9,,PAR,0,,5,T,,,,
"     C/2001 U2 (SOHO)",1.0000,0.006,142.98,7.05,80.50,,2001-10-17.7,,PAR,0,,7,T,,,,
"     C/2001 U3 (SOHO)",1.0000,0.005,144.58,8.62,87.65,,2001-10-17.9,,PAR,0,,33,T,,,,
"     C/2001 U4 (SOHO)",1.0000,0.005,144.21,2.99,82.05,,2001-10-18.3,,PAR,1,,47,T,,,,
"     C/2001 U5 (SOHO)",1.0000,0.005,144.11,3.70,81.84,,2001-10-19.0,,PAR,0,,22,T,,,,
"     C/2001 U7 (SOHO)",1.0000,0.006,143.87,357.28,77.76,,2001-10-19.9,,PAR,1,,62,T,,,,
"     C/2001 U8 (SOHO)",1.0000,0.005,143.94,8.56,93.27,,2001-10-18.9,,PAR,0,,9,T,,,,
"     C/2001 U9 (SOHO)",1.0000,0.005,144.50,9.19,86.65,,2001-10-23.9,,PAR,1,,78,T,,,,
"     C/2001 U10 (SOHO)",1.0000,0.005,145.23,4.08,85.20,,2001-10-31.3,,PAR,0,,8,T,,,,
"     C/2001 V1 (SOHO)",1.0000,0.007,143.76,337.44,60.98,,2001-11-01.7,,PAR,0,,6,T,,,,
"     C/2001 V2 (SOHO)",1.0000,0.005,145.40,11.81,88.93,,2001-11-04.5,,PAR,0,,12,T,,,,
"     C/2001 V3 (SOHO)",1.0000,0.005,146.86,349.53,73.25,,2001-11-11.6,,PAR,0,,6,T,,,,
"     C/2001 V4 (SOHO)",1.0000,0.005,144.84,4.71,85.68,,2001-11-13.1,,PAR,0,,6,T,,,,
"     C/2001 V5 (SOHO)",1.0000,0.005,145.60,358.22,77.37,,2001-11-14.4,,PAR,0,,10,T,,,,
"     C/2001 V6 (SOHO)",1.0000,0.037,69.76,73.64,54.87,,2001-11-02.4,,PAR,0,,8,T,,,,
"     C/2001 W3 (SOHO)",1.0000,0.006,141.95,13.58,88.11,,2001-11-22.7,,PAR,0,,5,T,,,,
"     C/2001 W4 (SOHO)",1.0000,0.006,140.34,18.18,92.69,,2001-11-26.8,,PAR,0,,7,T,,,,
"     C/2001 X4 (SOHO)",1.0000,0.005,147.82,336.54,60.24,,2001-12-02.7,,PAR,0,,8,T,,,,
